,address,latitude,longitude
413,411 EUNOS RD 5,1.3185941959999998,103.8996802
414,30 CASSIA CRES,1.309443155,103.8833363
415,986A BUANGKOK CRES,1.381916946,103.8798037
416,22 HOUGANG AVE 3,1.364285424,103.8904679
417,644 HOUGANG AVE 8,1.371437365,103.88126109999999
418,24 HOUGANG AVE 3,1.365512261,103.8920855
419,108 HOUGANG AVE 1,1.3527739330000002,103.89009320000001
420,619 HOUGANG AVE 8,1.3698477080000002,103.8837012
421,623 HOUGANG AVE 8,1.3705138730000002,103.8823235
422,311 HOUGANG AVE 5,1.365670731,103.8948582
423,501 HOUGANG AVE 8,1.372052696,103.8865314
424,698 HOUGANG ST 61,1.37506139,103.8869105
425,698 HOUGANG ST 61,1.375013784,103.8873377
426,307 HOUGANG AVE 5,1.3666539569999998,103.8950128
427,21 HOUGANG AVE 3,1.364245984,103.8914777
428,322 HOUGANG AVE 5,1.367098554,103.8969787
429,308 HOUGANG AVE 5,1.366894586,103.8960171
430,154 HOUGANG ST 11,1.3522029530000002,103.8801732
431,339 HOUGANG AVE 7,1.370025457,103.8985723
432,681 HOUGANG AVE 8,1.372978403,103.8856792
433,314 HOUGANG AVE 5,1.3647792669999999,103.89442059999999
434,336 HOUGANG AVE 7,1.36930321,103.8983512
435,321 HOUGANG AVE 5,1.367101312,103.898278
436,602 HOUGANG AVE 4,1.371232979,103.88691800000001
437,709 HOUGANG AVE 2,1.3670614269999999,103.88807729999999
438,674 HOUGANG AVE 8,1.3721728780000002,103.8846458
439,165 HOUGANG AVE 1,1.350254259,103.8877953
440,332 HOUGANG AVE 5,1.3684058319999999,103.8978204
441,135 LOR AH SOO,1.3497582540000002,103.88681009999999
442,419 HOUGANG AVE 8,1.376128653,103.89483129999999
443,938 HOUGANG ST 92,1.3740986069999999,103.8800307
444,435 HOUGANG AVE 8,1.377900409,103.8940194
445,699B HOUGANG ST 52,1.376702901,103.888277
446,155 HOUGANG ST 11,1.352653389,103.8802927
447,445 HOUGANG AVE 8,1.3791181909999999,103.89429090000002
448,617 HOUGANG AVE 8,1.3692978919999998,103.8838268
449,411 HOUGANG AVE 10,1.374094139,103.8953126
450,448 HOUGANG AVE 10,1.379115141,103.8951191
451,142 LOR AH SOO,1.3532008119999999,103.8825113
452,557 HOUGANG ST 51,1.37994979,103.8904387
453,465 UPP SERANGOON RD,1.3723682119999998,103.8973553
454,835 HOUGANG CTRL,1.370363556,103.8899996
455,922 HOUGANG ST 91,1.376371236,103.8835196
456,912 HOUGANG ST 91,1.37849281,103.88401640000001
457,971 HOUGANG ST 91,1.378021055,103.88024659999999
458,941 HOUGANG ST 92,1.37356291,103.87918470000001
459,984D BUANGKOK LINK,1.3823737580000002,103.8809546
460,978D BUANGKOK CRES,1.380031671,103.87941359999999
461,572 HOUGANG ST 51,1.378270725,103.88748509999999
462,915 HOUGANG ST 91,1.377521837,103.88381329999999
463,915 HOUGANG ST 91,1.377521837,103.88381329999999
464,570 HOUGANG ST 51,1.3779650419999998,103.88821999999999
465,919 HOUGANG AVE 4,1.375434031,103.8841929
466,912 HOUGANG ST 91,1.37849281,103.88401640000001
467,610 HOUGANG AVE 8,1.370312635,103.8851256
468,958 HOUGANG ST 91,1.376635679,103.8797875
469,929 HOUGANG ST 91,1.3760320430000001,103.8814979
470,456 HOUGANG AVE 10,1.377171374,103.895401
471,171 HOUGANG AVE 1,1.3511363730000001,103.889169
472,136 LOR AH SOO,1.349664367,103.8863021
473,466 HOUGANG AVE 8,1.3725199209999999,103.8970056
474,372 HOUGANG ST 31,1.362990379,103.89046390000001
475,461 HOUGANG AVE 10,1.372736224,103.89462929999999
476,940 HOUGANG ST 92,1.3734830709999999,103.8797778
